CustomerID,ProductID,Rate,CreateDate
15042,377,5,2018/01/03 21:36:53
103907,129,5,2018/01/03 21:37:48
103820,563,1,2018/01/03 22:37:20
103395,642,1,2018/01/03 22:37:35
103886,517,3,2018/01/03 22:37:39
103367,225,2,2018/01/03 22:37:46
103836,675,5,2018/01/03 22:37:50
103393,474,1,2018/01/03 23:36:35
103506,372,5,2018/01/03 23:37:24
103833,5,4,2018/01/03 23:37:50
103880,2,2,2018/01/04 01:36:50
103707,174,3,2018/01/04 01:37:28
103962,31,2,2018/01/04 03:36:08
103444,571,1,2018/01/04 03:36:17
103971,49,5,2018/01/04 03:36:55
103656,324,4,2018/01/04 03:37:09
103545,414,5,2018/01/04 03:37:15
103765,365,5,2018/01/04 03:37:23
103596,503,4,2018/01/04 03:37:26
103700,506,2,2018/01/04 04:35:59
103977,616,5,2018/01/04 04:36:24
103602,340,1,2018/01/04 04:36:34
103954,490,2,2018/01/04 04:37:05
103364,443,5,2018/01/04 05:36:07
103627,164,1,2018/01/04 05:36:07
103372,289,5,2018/01/04 05:37:24
103701,651,3,2018/01/04 06:36:22
103505,224,5,2018/01/04 06:36:53
103505,347,2,2018/01/04 06:37:06
103393,153,3,2018/01/04 06:37:39
103629,121,5,2018/01/04 06:37:54
103962,359,2,2018/01/04 08:36:08
103491,88,4,2018/01/04 08:36:21
103901,533,4,2018/01/04 08:36:37
103476,131,4,2018/01/04 08:37:09
103676,256,5,2018/01/04 08:37:38
103819,442,4,2018/01/04 09:37:10
103576,386,4,2018/01/04 09:37:13
103774,369,4,2018/01/04 09:37:16
103602,462,1,2018/01/04 09:37:34
103403,108,3,2018/01/04 09:37:39
103333,96,1,2018/01/04 09:37:42
103765,14,5,2018/01/04 09:37:58
103743,390,4,2018/01/04 10:36:11
103814,257,1,2018/01/04 10:36:33
103807,502,5,2018/01/04 10:37:29
103873,577,1,2018/01/04 10:37:44
103356,166,1,2018/01/04 11:36:02
103867,599,4,2018/01/04 11:36:39
103731,79,2,2018/01/04 11:36:43
103703,569,5,2018/01/04 11:37:13
103308,346,5,2018/01/04 11:37:14
103912,42,3,2018/01/04 11:37:27
103676,392,3,2018/01/04 12:36:01
103646,12,5,2018/01/04 12:36:56
103812,548,1,2018/01/04 12:37:01
103765,348,5,2018/01/04 12:37:37
103545,382,5,2018/01/04 14:37:15
103606,82,5,2018/01/04 14:37:49
103368,640,3,2018/01/04 15:36:19
103648,471,5,2018/01/04 15:36:42
103970,505,3,2018/01/04 15:37:33
103749,316,1,2018/01/04 15:37:34
103659,58,5,2018/01/04 15:37:57
14902,406,1,2018/01/04 16:36:05
103321,264,1,2018/01/04 16:37:00
103424,650,4,2018/01/04 16:37:10
103355,345,4,2018/01/04 17:36:27
103393,74,5,2018/01/04 17:37:23
103603,446,4,2018/01/04 18:36:13
103476,243,1,2018/01/04 18:36:18
103309,120,5,2018/01/04 18:36:52
103707,640,2,2018/01/04 18:37:08
103862,496,2,2018/01/04 19:35:58
103410,174,3,2018/01/04 19:36:01
103962,324,4,2018/01/04 19:36:26
103873,155,1,2018/01/04 19:37:02
103455,599,5,2018/01/04 19:37:14
103869,74,4,2018/01/04 20:36:16
6,539,1,2018/01/04 20:36:35
103309,311,5,2018/01/04 20:36:52
103672,257,5,2018/01/04 20:37:15
103558,475,2,2018/01/04 21:36:09
103758,632,5,2018/01/04 21:37:37
103597,34,1,2018/01/04 21:37:44
103865,160,2,2018/01/04 21:37:46
22881,290,4,2018/01/04 22:37:18
103373,386,2,2018/01/04 23:36:00
103560,424,5,2018/01/04 23:36:25
103890,409,5,2018/01/04 23:36:52
103505,292,4,2018/01/04 23:37:52
103496,364,5,2018/01/04 23:37:55
103654,126,1,2018/01/05 01:36:35
103614,632,5,2018/01/05 01:36:51
103568,179,2,2018/01/05 01:37:08
22881,226,4,2018/01/05 01:37:18
103606,358,5,2018/01/05 01:37:49
103700,269,5,2018/01/05 02:36:15
103899,419,1,2018/01/05 02:36:17
103320,21,5,2018/01/05 02:36:25
103496,530,1,2018/01/05 02:37:02
103596,5,1,2018/01/05 03:37:02
103514,375,1,2018/01/05 04:35:57
103962,598,2,2018/01/05 04:36:08
103592,292,1,2018/01/05 04:36:17
103657,423,2,2018/01/05 04:36:45
103496,433,1,2018/01/05 04:37:02
103726,70,4,2018/01/05 05:36:20
103593,106,4,2018/01/05 05:36:26
103853,185,2,2018/01/05 05:36:32
103378,36,5,2018/01/05 05:36:50
103392,626,3,2018/01/05 05:37:32
103606,135,2,2018/01/05 05:37:45
103367,677,5,2018/01/05 05:37:46
103907,527,5,2018/01/05 05:37:48
103523,669,1,2018/01/05 05:38:00
103982,111,5,2018/01/05 06:36:24
103506,63,5,2018/01/05 06:37:24
103718,496,5,2018/01/05 06:37:30
103907,148,1,2018/01/05 06:38:01
103456,11,1,2018/01/05 07:36:05
103644,318,1,2018/01/05 07:36:30
103467,261,3,2018/01/05 07:37:41
103576,556,1,2018/01/05 08:36:41
103509,256,5,2018/01/05 08:36:55
103842,287,4,2018/01/05 08:37:17
103387,161,5,2018/01/05 09:36:14
103653,119,2,2018/01/05 09:37:07
103510,601,4,2018/01/05 09:37:09
103661,242,1,2018/01/05 09:37:44
103618,373,2,2018/01/05 10:36:43
103403,311,5,2018/01/05 11:36:56
103606,182,3,2018/01/05 11:37:27
103661,12,1,2018/01/05 11:37:44
103518,254,4,2018/01/05 12:37:12
103501,189,4,2018/01/05 12:37:18
103880,3,1,2018/01/05 12:37:21
103858,159,1,2018/01/05 13:36:36
103982,15,5,2018/01/05 13:36:50
103453,294,3,2018/01/05 14:36:20
103558,142,1,2018/01/05 14:36:30
103401,619,4,2018/01/05 14:36:40
103873,179,1,2018/01/05 14:37:02
103373,506,2,2018/01/05 15:36:00
103707,548,4,2018/01/05 15:36:13
103383,261,3,2018/01/05 15:37:32
103405,301,4,2018/01/05 16:36:13
103515,260,5,2018/01/05 16:36:24
103661,683,3,2018/01/05 16:36:59
103384,672,2,2018/01/05 16:37:05
103954,286,5,2018/01/05 16:37:23
103912,198,3,2018/01/05 17:37:27
103744,614,1,2018/01/05 17:37:43
103674,305,4,2018/01/05 18:36:12
103954,386,3,2018/01/05 18:36:38
103648,127,5,2018/01/05 18:36:56
103841,40,2,2018/01/05 18:37:04
103310,176,1,2018/01/05 19:36:18
103320,312,4,2018/01/05 19:36:28
103796,504,5,2018/01/05 19:36:43
103537,73,2,2018/01/05 20:37:36
103412,639,1,2018/01/05 21:36:07
103408,567,4,2018/01/05 21:36:40
103336,602,1,2018/01/05 21:36:40
103454,159,4,2018/01/05 21:37:11
103618,266,5,2018/01/05 21:37:24
13879,451,2,2018/01/05 22:35:59
103320,114,4,2018/01/05 22:36:28
103646,115,4,2018/01/05 22:37:17
103765,676,5,2018/01/05 22:37:23
103416,59,3,2018/01/05 22:37:32
103443,207,2,2018/01/05 23:35:58
103476,199,1,2018/01/05 23:36:18
103781,243,4,2018/01/05 23:36:47
103848,190,5,2018/01/05 23:36:54
22881,237,2,2018/01/05 23:37:36
103377,182,5,2018/01/05 23:37:57
103766,146,5,2018/01/06 01:36:53
103812,208,2,2018/01/06 01:37:07
103879,565,5,2018/01/06 01:37:29
103820,162,5,2018/01/06 02:36:23
103880,244,2,2018/01/06 02:36:50
103329,172,5,2018/01/06 02:37:47
103629,138,5,2018/01/06 02:37:50
103820,552,5,2018/01/06 03:36:23
103618,616,2,2018/01/06 03:37:05
103883,294,4,2018/01/06 03:37:12
103618,90,5,2018/01/06 03:37:24
103412,521,3,2018/01/06 04:36:00
103393,184,5,2018/01/06 04:36:07
103565,112,3,2018/01/06 04:36:59
103705,85,4,2018/01/06 04:37:17
103395,260,1,2018/01/06 04:37:35
103489,600,3,2018/01/06 05:36:01
103489,294,3,2018/01/06 05:36:01
103548,369,5,2018/01/06 05:36:25
103747,191,4,2018/01/06 05:36:47
103505,397,5,2018/01/06 05:36:53
103699,500,4,2018/01/06 05:37:09
103629,517,5,2018/01/06 05:37:58
103730,564,2,2018/01/06 06:35:58
103441,112,5,2018/01/06 06:36:58
103883,674,5,2018/01/06 06:37:13
103606,225,2,2018/01/06 06:37:45
103488,627,1,2018/01/06 07:36:14
103745,171,5,2018/01/06 07:36:24
103901,625,4,2018/01/06 07:36:37
103378,341,5,2018/01/06 07:36:50
103766,576,5,2018/01/06 07:36:53
103883,441,4,2018/01/06 07:37:12
103405,470,4,2018/01/06 08:36:17
103623,310,1,2018/01/06 09:36:04
103528,506,1,2018/01/06 09:37:02
103806,23,1,2018/01/06 09:37:21
103910,288,1,2018/01/06 10:36:14
103686,375,5,2018/01/06 10:36:15
103553,524,1,2018/01/06 10:36:35
103367,49,5,2018/01/06 12:36:15
103592,81,1,2018/01/06 12:36:17
103524,279,4,2018/01/06 12:36:29
103807,405,5,2018/01/06 12:37:29
103670,200,2,2018/01/06 13:35:59
103672,400,5,2018/01/06 13:37:30
103718,625,1,2018/01/06 13:37:43
103812,26,2,2018/01/06 14:37:07
103653,285,2,2018/01/06 14:37:07
103537,350,2,2018/01/06 14:37:36
103836,514,4,2018/01/06 15:36:37
103344,584,2,2018/01/06 15:36:44
103467,306,3,2018/01/06 15:37:00
103848,332,2,2018/01/06 15:37:04
103699,291,5,2018/01/06 15:37:31
103765,216,5,2018/01/06 15:37:54
13879,667,2,2018/01/06 16:35:59
103678,453,4,2018/01/06 16:36:21
103910,18,5,2018/01/06 16:36:58
103528,415,1,2018/01/06 16:37:02
103707,428,2,2018/01/06 16:37:08
22881,489,4,2018/01/06 16:37:56
103834,461,5,2018/01/06 17:36:06
103586,494,2,2018/01/06 17:36:49
103523,446,1,2018/01/06 17:38:00
103678,488,3,2018/01/06 18:36:58
103627,451,1,2018/01/06 18:37:02
103954,510,2,2018/01/06 18:37:05
13879,587,2,2018/01/06 19:35:59
103623,313,1,2018/01/06 19:36:04
103523,316,1,2018/01/06 19:38:00
103366,385,4,2018/01/06 20:36:11
15202,259,1,2018/01/06 20:36:26
103883,416,5,2018/01/06 20:36:51
103960,91,5,2018/01/06 21:36:25
103801,459,5,2018/01/06 21:36:53
103582,399,1,2018/01/06 21:37:42
103865,594,2,2018/01/06 21:37:46
103575,189,4,2018/01/06 22:36:16
103318,25,5,2018/01/06 22:36:23
103408,334,4,2018/01/06 22:36:40
103445,57,2,2018/01/06 22:37:06
103544,139,2,2018/01/06 22:37:45
103907,510,5,2018/01/06 22:37:53
103524,665,5,2018/01/06 22:37:58
103310,153,1,2018/01/06 23:36:18
103453,396,3,2018/01/06 23:36:20
103383,344,3,2018/01/06 23:37:32
103731,23,2,2018/01/07 01:36:43
103606,593,2,2018/01/07 01:37:45
103613,222,4,2018/01/07 02:36:32
103869,645,2,2018/01/07 02:37:06
103329,46,5,2018/01/07 02:37:47
103510,682,5,2018/01/07 02:37:48
103854,195,1,2018/01/07 03:36:13
103524,491,4,2018/01/07 03:37:09
103672,350,5,2018/01/07 03:37:30
103460,431,2,2018/01/07 03:37:36
103972,172,1,2018/01/07 04:35:57
6,422,1,2018/01/07 04:36:03
103414,683,3,2018/01/07 04:36:19
103416,170,3,2018/01/07 04:37:32
103820,461,3,2018/01/07 04:37:33
103350,362,5,2018/01/07 05:36:57
103621,350,1,2018/01/07 06:36:03
103838,458,5,2018/01/07 06:37:13
103825,313,4,2018/01/07 06:37:18
103333,488,1,2018/01/07 06:37:42
103523,101,5,2018/01/07 06:37:54
103862,4,2,2018/01/07 07:35:58
103380,392,3,2018/01/07 07:36:19
103580,550,1,2018/01/07 07:36:33
103378,625,5,2018/01/07 08:36:50
14906,200,4,2018/01/07 09:36:40
103352,292,4,2018/01/07 09:36:48
103606,538,3,2018/01/07 09:37:27
103741,102,3,2018/01/07 10:36:02
103320,394,4,2018/01/07 10:36:28
103378,409,5,2018/01/07 10:36:50
103442,520,5,2018/01/07 10:36:54
103320,251,2,2018/01/07 10:37:04
103544,357,2,2018/01/07 10:37:45
103412,467,3,2018/01/07 11:36:00
103412,183,1,2018/01/07 11:36:07
103749,453,2,2018/01/07 11:37:07
103699,197,4,2018/01/07 11:37:09
103838,220,5,2018/01/07 11:37:13
103394,322,3,2018/01/07 11:37:40
103629,280,5,2018/01/07 11:37:58
103796,84,5,2018/01/07 12:36:42
103678,358,5,2018/01/07 12:36:57
103695,180,1,2018/01/07 12:37:00
103545,135,5,2018/01/07 12:37:15
103587,547,5,2018/01/07 12:37:55
103996,470,5,2018/01/07 12:37:56
103749,52,3,2018/01/07 13:37:33
103962,468,2,2018/01/07 14:36:08
103988,401,5,2018/01/07 14:36:52
103987,666,5,2018/01/07 14:37:56
103758,240,1,2018/01/07 14:38:01
103997,328,1,2018/01/07 15:36:04
103445,537,2,2018/01/07 15:37:06
103970,339,3,2018/01/07 15:37:33
103765,597,5,2018/01/07 15:37:37
103587,656,4,2018/01/07 15:37:51
103557,552,5,2018/01/07 16:37:15
103896,547,5,2018/01/07 17:36:55
103763,655,1,2018/01/07 17:37:42
103496,344,5,2018/01/07 18:36:07
103383,36,1,2018/01/07 18:36:30
103551,403,4,2018/01/07 18:37:24
103627,5,1,2018/01/07 19:36:07
103593,518,4,2018/01/07 19:36:26
103883,347,5,2018/01/07 19:36:51
103996,390,4,2018/01/07 19:37:56
103621,538,1,2018/01/07 20:36:03
14906,16,4,2018/01/07 20:36:40
103988,148,5,2018/01/07 20:36:52
103373,636,2,2018/01/07 21:36:49
103576,275,4,2018/01/07 21:37:13
103765,423,5,2018/01/07 21:37:23
103643,446,1,2018/01/07 22:36:05
103396,308,2,2018/01/07 22:36:10
103593,11,4,2018/01/07 22:36:16
103819,346,4,2018/01/07 23:37:17
103528,496,2,2018/01/08 01:36:10
103528,350,1,2018/01/08 01:37:02
103392,383,3,2018/01/08 01:37:32
103765,573,5,2018/01/08 01:37:37
103958,690,1,2018/01/08 02:36:41
103896,396,5,2018/01/08 02:36:55
103545,576,5,2018/01/08 02:37:15
103707,482,3,2018/01/08 02:37:28
103394,652,3,2018/01/08 02:37:39
103454,127,5,2018/01/08 02:37:47
15042,100,2,2018/01/08 03:36:09
103884,442,5,2018/01/08 03:37:14
103707,307,4,2018/01/08 03:37:19
103880,322,1,2018/01/08 03:37:21
103425,295,5,2018/01/08 03:37:59
103432,491,1,2018/01/08 04:36:14
103883,177,2,2018/01/08 04:36:49
103524,257,4,2018/01/08 04:37:09
103308,474,5,2018/01/08 05:37:14
103606,95,5,2018/01/08 05:37:49
103639,175,1,2018/01/08 06:36:36
103403,344,5,2018/01/08 06:36:56
103676,566,5,2018/01/08 06:37:38
103577,93,2,2018/01/08 07:37:46
103456,373,1,2018/01/08 08:36:05
103660,268,4,2018/01/08 08:36:11
103613,60,1,2018/01/08 08:36:18
103614,129,5,2018/01/08 08:36:51
103659,178,5,2018/01/08 08:37:57
103621,317,1,2018/01/08 09:36:03
103309,360,3,2018/01/08 09:37:32
103451,150,2,2018/01/08 10:35:58
103516,387,4,2018/01/08 10:36:29
103834,54,4,2018/01/08 10:37:55
103441,296,5,2018/01/08 11:36:58
103758,164,1,2018/01/08 11:38:01
103664,314,5,2018/01/08 12:36:26
103501,648,4,2018/01/08 12:37:18
13874,197,5,2018/01/08 12:37:22
103822,344,2,2018/01/08 13:35:59
103430,638,4,2018/01/08 13:36:12
103509,16,5,2018/01/08 13:36:55
103834,487,3,2018/01/08 13:36:59
103676,459,4,2018/01/08 13:37:25
103405,482,4,2018/01/08 14:36:13
103593,542,2,2018/01/08 14:36:33
103639,289,1,2018/01/08 14:36:36
103441,211,5,2018/01/08 14:36:58
103575,54,4,2018/01/08 15:36:16
103602,97,1,2018/01/08 16:36:34
103807,330,5,2018/01/08 16:37:29
103597,564,1,2018/01/08 16:37:44
103654,33,1,2018/01/08 17:36:35
103395,447,1,2018/01/08 17:37:35
103467,44,3,2018/01/08 17:37:41
103785,78,3,2018/01/08 18:36:02
103558,429,2,2018/01/08 18:36:09
103314,536,2,2018/01/08 18:36:46
103557,344,5,2018/01/08 18:36:50
103359,643,4,2018/01/08 19:36:13
103318,138,5,2018/01/08 19:36:23
103641,110,5,2018/01/08 19:37:54
103702,350,3,2018/01/08 20:36:39
103505,314,5,2018/01/08 20:36:53
103801,167,5,2018/01/08 20:36:53
103436,664,5,2018/01/08 21:36:06
103688,94,1,2018/01/08 21:36:08
103512,468,3,2018/01/08 21:36:22
103705,663,4,2018/01/08 21:37:17
103867,415,4,2018/01/08 22:36:28
103802,413,1,2018/01/08 22:36:31
103965,568,4,2018/01/08 22:36:47
103587,180,4,2018/01/08 22:37:25
103503,511,1,2018/01/08 23:36:05
103436,50,5,2018/01/08 23:36:06
103314,501,5,2018/01/08 23:36:06
103412,575,1,2018/01/08 23:36:07
103780,409,2,2018/01/08 23:36:33
103854,656,2,2018/01/09 01:36:44
103836,242,1,2018/01/09 01:37:34
103577,74,2,2018/01/09 01:37:46
103894,148,4,2018/01/09 02:36:11
103344,645,2,2018/01/09 02:36:44
103707,409,4,2018/01/09 02:37:11
103523,351,1,2018/01/09 02:38:00
103315,249,2,2018/01/09 04:36:09
103315,4,2,2018/01/09 04:36:09
103846,616,1,2018/01/09 04:36:42
103765,353,5,2018/01/09 04:37:58
103369,4,1,2018/01/09 05:36:04
103627,285,5,2018/01/09 05:36:51
103320,332,5,2018/01/09 05:36:51
103678,665,3,2018/01/09 05:36:58
103707,667,4,2018/01/09 05:37:11
103639,530,4,2018/01/09 05:37:17
103600,645,2,2018/01/09 05:37:45
103629,663,5,2018/01/09 05:37:50
103743,680,4,2018/01/09 06:36:11
103594,127,5,2018/01/09 06:36:14
103719,186,4,2018/01/09 06:36:28
103852,222,4,2018/01/09 07:36:12
103586,410,2,2018/01/09 07:36:49
103650,200,1,2018/01/09 07:37:44
103730,269,2,2018/01/09 08:35:58
103414,79,3,2018/01/09 08:36:22
103309,77,5,2018/01/09 08:36:52
103648,8,5,2018/01/09 08:36:56
103455,332,5,2018/01/09 08:37:14
103660,340,1,2018/01/09 08:37:35
103812,99,1,2018/01/09 09:36:03
103595,9,3,2018/01/09 09:36:21
